L,INSTANCE,PT,GUROBI,MIPGAP
10,9,-16557.0,-16557.0,0.0000000
10,10,-16409.0,-16409.0,0.0000000
10,11,-16540.0,-16540.0,0.0000000
10,12,-16475.0,-16475.0,0.0000000
10,13,-16559.0,-16559.0,0.0000000
10,14,-16492.0,-16492.0,0.0000000
10,15,-16713.0,-16713.0,0.0000000
10,16,-16749.0,-16749.0,0.0000000
10,17,-16636.0,-16636.0,0.0000000
10,18,-16395.0,-16395.0,0.0000000
10,19,-16337.0,-16337.0,0.0000000
10,20,-16456.0,-16456.0,0.0000000
10,21,-17007.0,-17007.0,0.0000000
10,22,-16865.0,-16865.0,0.0000000
10,23,-16870.0,-16870.0,0.0000000
10,24,-16745.0,-16745.0,0.0000000
10,25,-16970.0,-16970.0,0.0000000
10,26,-16615.0,-16615.0,0.0000000
10,27,-16837.0,-16837.0,0.0000000
10,28,-16683.0,-16683.0,0.0000000
10,29,-16236.0,-16236.0,0.0000000
10,30,-16565.0,-16565.0,0.0000000
10,31,-16084.0,-16084.0,0.0000000
10,32,-16705.0,-16705.0,0.0000000
10,33,-16804.0,-16804.0,0.0000000
10,34,-16707.0,-16707.0,0.0000000
10,35,-16790.0,-16790.0,0.0000000
10,36,-16511.0,-16511.0,0.0000000
10,37,-16692.0,-16692.0,0.0000000
10,38,-16538.0,-16538.0,0.0000000
10,39,-16629.0,-16629.0,0.0000000
10,40,-16038.0,-16038.0,0.0000000
10,41,-16045.0,-16045.0,0.0000000
10,42,-16688.0,-16688.0,0.0000000
10,43,-16646.0,-16646.0,0.0000000
10,44,-16525.0,-16525.0,0.0000000
10,45,-16806.0,-16806.0,0.0000000
10,46,-16407.0,-16407.0,0.0000000
10,47,-16750.0,-16750.0,0.0000000
10,48,-16403.0,-16403.0,0.0000000
10,49,-16468.0,-16468.0,0.0000000
10,50,-16691.0,-16691.0,0.0000000
10,51,-16894.0,-16894.0,0.0000000
10,52,-16457.0,-16457.0,0.0000000
10,53,-16260.0,-16260.0,0.0000000
10,54,-16496.0,-16496.0,0.0000000
10,55,-16633.0,-16633.0,0.0000000
10,56,-16385.0,-16385.0,0.0000000
10,57,-16765.0,-16765.0,0.0000000
10,58,-16293.0,-16293.0,0.0000000
10,59,-16089.0,-16089.0,0.0000000
10,60,-16511.0,-16511.0,0.0000000
10,61,-16271.0,-16271.0,0.0000000
10,62,-16333.0,-16333.0,0.0000000
10,63,-16871.0,-16871.0,0.0000000
10,64,-17021.0,-17021.0,0.0000000
10,65,-16288.0,-16288.0,0.0000000
10,66,-16369.0,-16369.0,0.0000000
10,67,-16684.0,-16684.0,0.0000000
10,68,-16901.0,-16901.0,0.0000000
10,69,-16747.0,-16747.0,0.0000000
10,70,-16619.0,-16619.0,0.0000000
10,71,-16518.0,-16518.0,0.0000000
10,72,-16558.0,-16558.0,0.0000000
10,73,-16716.0,-16716.0,0.0000000
10,74,-16579.0,-16579.0,0.0000000
10,75,-16290.0,-16290.0,0.0000000
10,76,-16651.0,-16651.0,0.0000000
10,77,-16501.0,-16501.0,0.0000000
10,78,-16058.0,-16058.0,0.0000000
10,79,-16649.0,-16649.0,0.0000000
10,80,-16865.0,-16865.0,0.0000000
10,81,-16679.0,-16679.0,0.0000000
10,82,-16566.0,-16566.0,0.0000000
10,83,-16002.0,-16002.0,0.0000000
10,84,-16659.0,-16659.0,0.0000000
10,85,-16658.0,-16658.0,0.0000000
10,86,-16912.0,-16912.0,0.0000000
10,87,-16262.0,-16262.0,0.0000000
10,88,-16282.0,-16282.0,0.0000000
10,89,-16456.0,-16456.0,0.0000000
10,90,-16614.0,-16614.0,0.0000000
10,91,-16298.0,-16298.0,0.0000000
10,92,-16564.0,-16564.0,0.0000000
10,93,-16015.0,-16015.0,0.0000000
10,94,-16296.0,-16296.0,0.0000000
10,95,-16447.0,-16447.0,0.0000000
10,96,-16605.0,-16605.0,0.0000000
10,97,-16494.0,-16494.0,0.0000000
10,98,-16893.0,-16893.0,0.0000000
10,99,-16404.0,-16404.0,0.0000000
10,100,-16906.0,-16906.0,0.0000000
10,101,-16525.0,-16525.0,0.0000000
10,102,-16332.0,-16332.0,0.0000000
10,103,-16591.0,-16591.0,0.0000000
10,104,-16912.0,-16912.0,0.0000000
10,105,-16214.0,-16214.0,0.0000000
10,106,-16521.0,-16521.0,0.0000000
10,107,-16511.0,-16511.0,0.0000000
10,108,-16243.0,-16243.0,0.0000000
10,109,-16312.0,-16312.0,0.0000000
10,110,-16559.0,-16559.0,0.0000000
10,111,-16772.0,-16772.0,0.0000000
10,112,-16905.0,-16905.0,0.0000000
10,113,-16227.0,-16227.0,0.0000000
10,114,-16721.0,-16721.0,0.0000000
10,115,-16396.0,-16396.0,0.0000000
10,116,-16716.0,-16716.0,0.0000000
10,117,-16558.0,-16558.0,0.0000000
10,118,-16594.0,-16594.0,0.0000000
10,119,-16806.0,-16806.0,0.0000000
10,120,-16655.0,-16655.0,0.0000000
10,121,-16456.0,-16456.0,0.0000000
10,122,-16596.0,-16596.0,0.0000000
10,123,-16606.0,-16606.0,0.0000000
10,124,-16999.0,-16999.0,0.0000000
11,0,-19984.0,-19984.0,0.0000000
11,1,-19965.0,-19965.0,0.0000000
11,2,-19781.0,-19781.0,0.0000000
11,3,-19899.0,-19899.0,0.0000000
11,4,-19875.0,-19875.0,0.0000000
11,5,-19946.0,-19946.0,0.0000000
11,6,-20054.0,-20054.0,0.0000000
11,7,-20418.0,-20418.0,0.0000000
11,8,-20388.0,-20388.0,0.0000000
11,9,-20168.0,-20168.0,0.0000000
11,10,-19468.0,-19468.0,0.0000000
11,11,-20278.0,-20278.0,0.0000000
11,12,-19521.0,-19521.0,0.0000000
11,13,-20282.0,-20282.0,0.0000000
11,14,-20380.0,-20380.0,0.0000000
11,15,-19844.0,-19844.0,0.0000000
11,16,-20040.0,-20040.0,0.0000000
11,17,-19926.0,-19926.0,0.0000000
11,18,-19624.0,-19624.0,0.0000000
11,19,-20064.0,-20064.0,0.0000000
11,20,-19926.0,-19926.0,0.0000000
11,21,-19994.0,-19994.0,0.0000000
11,22,-20159.0,-20159.0,0.0000000
11,23,-20254.0,-20254.0,0.0000000
11,24,-20129.0,-20129.0,0.0000000
11,25,-19850.0,-19850.0,0.0000000
11,26,-19947.0,-19947.0,0.0000000
11,27,-19844.0,-19844.0,0.0000000
11,28,-20056.0,-20056.0,0.0000000
11,29,-20164.0,-20164.0,0.0000000
11,30,-19811.0,-19811.0,0.0000000
11,31,-19982.0,-19982.0,0.0000000
11,32,-20387.0,-20387.0,0.0000000
11,33,-19771.0,-19771.0,0.0000000
11,34,-20177.0,-20177.0,0.0000000
11,35,-20067.0,-20067.0,0.0000000
11,36,-20199.0,-20199.0,0.0000000
11,37,-19805.0,-19805.0,0.0000000
11,38,-19927.0,-19927.0,0.0000000
11,39,-19960.0,-19960.0,0.0000000
11,40,-19822.0,-19822.0,0.0000000
11,41,-20804.0,-20804.0,0.0000000
11,42,-19759.0,-19759.0,0.0000000
11,43,-20831.0,-20831.0,0.0000000
11,44,-20331.0,-20331.0,0.0000000
11,45,-19773.0,-19773.0,0.0000000
11,46,-19642.0,-19642.0,0.0000000
11,47,-20131.0,-20131.0,0.0000000
11,48,-20030.0,-20030.0,0.0000000
11,49,-19981.0,-19981.0,0.0000000
11,50,-19396.0,-19396.0,0.0000000
11,51,-20019.0,-20019.0,0.0000000
11,52,-20290.0,-20290.0,0.0000000
11,53,-20201.0,-20201.0,0.0000000
11,54,-19745.0,-19745.0,0.0000000
11,55,-20015.0,-20015.0,0.0000000
11,56,-19684.0,-19684.0,0.0000000
11,57,-19877.0,-19877.0,0.0000000
11,58,-19480.0,-19480.0,0.0000000
11,59,-20349.0,-20349.0,0.0000000
11,60,-20244.0,-20244.0,0.0000000
11,61,-19575.0,-19575.0,0.0000000
11,62,-20031.0,-20031.0,0.0000000
11,63,-20138.0,-20138.0,0.0000000
11,64,-20110.0,-20110.0,0.0000000
11,65,-19671.0,-19671.0,0.0000000
11,66,-20042.0,-20042.0,0.0000000
11,67,-19616.0,-19616.0,0.0000000
11,68,-20211.0,-20211.0,0.0000000
11,69,-20063.0,-20063.0,0.0000000
11,70,-20012.0,-20012.0,0.0000000
11,71,-19706.0,-19706.0,0.0000000
11,72,-20130.0,-20130.0,0.0000000
11,73,-20015.0,-20015.0,0.0000000
11,74,-19825.0,-19825.0,0.0000000
11,75,-19753.0,-19753.0,0.0000000
11,76,-20262.0,-20262.0,0.0000000
11,77,-20694.0,-20694.0,0.0000000
11,78,-20011.0,-20011.0,0.0000000
11,79,-20411.0,-20411.0,0.0000000
11,80,-20180.0,-20180.0,0.0000000
11,81,-20070.0,-20070.0,0.0000000
11,82,-20053.0,-20053.0,0.0000000
11,83,-20011.0,-20011.0,0.0000000
11,84,-20176.0,-20176.0,0.0000000
11,85,-20047.0,-20047.0,0.0000000
11,86,-20389.0,-20389.0,0.0000000
11,87,-20311.0,-20311.0,0.0000000
11,88,-20461.0,-20461.0,0.0000000
11,89,-20255.0,-20255.0,0.0000000
11,90,-19867.0,-19867.0,0.0000000
11,91,-20295.0,-20295.0,0.0000000
11,92,-20205.0,-20205.0,0.0000000
11,93,-19920.0,-19920.0,0.0000000
11,94,-20789.0,-20789.0,0.0000000
11,95,-20369.0,-20369.0,0.0000000
11,96,-20071.0,-20071.0,0.0000000
11,97,-20206.0,-20206.0,0.0000000
11,98,-19865.0,-19865.0,0.0000000
11,99,-20021.0,-20021.0,0.0000000
11,100,-20179.0,-20179.0,0.0000000
11,101,-19866.0,-19866.0,0.0000000
11,102,-20172.0,-20172.0,0.0000000
11,103,-19902.0,-19902.0,0.0000000
11,104,-20538.0,-20538.0,0.0000000
11,105,-19962.0,-19962.0,0.0000000
11,106,-20239.0,-20239.0,0.0000000
11,107,-19918.0,-19918.0,0.0000000
11,108,-19967.0,-19967.0,0.0000000
11,109,-20206.0,-20206.0,0.0000000
11,110,-20311.0,-20311.0,0.0000000
11,111,-20149.0,-20149.0,0.0000000
11,112,-20480.0,-20480.0,0.0000000
11,113,-20259.0,-20259.0,0.0000000
11,114,-20019.0,-20019.0,0.0000000
11,115,-20532.0,-20532.0,0.0000000
11,116,-20119.0,-20119.0,0.0000000
11,117,-20241.0,-20241.0,0.0000000
11,118,-20376.0,-20376.0,0.0000000
11,119,-20388.0,-20388.0,0.0000000
11,120,-19895.0,-19895.0,0.0000000
11,121,-20067.0,-20067.0,0.0000000
11,122,-19922.0,-19922.0,0.0000000
11,123,-20100.0,-20100.0,0.0000000
11,124,-19877.0,-19877.0,0.0000000
12,0,-24078.0,-24078.0,0.0000000
12,1,-24188.0,-24188.0,0.0000000
12,2,-23655.0,-23655.0,0.0000000
12,3,-24544.0,-24544.0,0.0000000
12,4,-23980.0,-23980.0,0.0000000
12,5,-24073.0,-24073.0,0.0000000
12,6,-24692.0,-24692.0,0.0000000
12,7,-24219.0,-24219.0,0.0000000
12,8,-24119.0,-24119.0,0.0000000
12,9,-23748.0,-23748.0,0.0000000
12,10,-23651.0,-23651.0,0.0000000
12,11,-24439.0,-24439.0,0.0000000
12,12,-24065.0,-24065.0,0.0000000
12,13,-23995.0,-23995.0,0.0000000
12,14,-24084.0,-24084.0,0.0000000
12,15,-24088.0,-24088.0,0.0000000
12,16,-23649.0,-23649.0,0.0000000
12,17,-23522.0,-23522.0,0.0000000
12,18,-23960.0,-23960.0,0.0000000
12,19,-24029.0,-24029.0,0.0000000
12,20,-24078.0,-24078.0,0.0000000
12,21,-24541.0,-24541.0,0.0000000
12,22,-24431.0,-24431.0,0.0000000
12,23,-24406.0,-24406.0,0.0000000
12,24,-23995.0,-23995.0,0.0000000
12,25,-23838.0,-23838.0,0.0000000
12,26,-24264.0,-24264.0,0.0000000
12,27,-23352.0,-23352.0,0.0000000
12,28,-23903.0,-23903.0,0.0000000
12,29,-23544.0,-23544.0,0.0000000
12,30,-24061.0,-24061.0,0.0000000
12,31,-24050.0,-24050.0,0.0000000
12,32,-23781.0,-23781.0,0.0000000
12,33,-24077.0,-24077.0,0.0000000
12,34,-24151.0,-24151.0,0.0000000
12,35,-23955.0,-23955.0,0.0000000
12,36,-24339.0,-24339.0,0.0000000
12,37,-23983.0,-23983.0,0.0000000
12,38,-23573.0,-23573.0,0.0000000
12,39,-24090.0,-24090.0,0.0000000
12,40,-24079.0,-24079.0,0.0000000
12,41,-23679.0,-23679.0,0.0000000
12,42,-24197.0,-24197.0,0.0000000
12,43,-23812.0,-23812.0,0.0000000
12,44,-24190.0,-24190.0,0.0000000
12,45,-24249.0,-24249.0,0.0000000
12,46,-24063.0,-24063.0,0.0000000
12,47,-24159.0,-24159.0,0.0000000
12,48,-24022.0,-24022.0,0.0000000
12,49,-23417.0,-23417.0,0.0000000
12,50,-24715.0,-24715.0,0.0000000
12,51,-24294.0,-24294.0,0.0000000
12,52,-24286.0,-24286.0,0.0000000
12,53,-24052.0,-24052.0,0.0000000
12,54,-24026.0,-24026.0,0.0000000
12,55,-24431.0,-24431.0,0.0000000
12,56,-24182.0,-24182.0,0.0000000
12,57,-23816.0,-23816.0,0.0000000
12,58,-24087.0,-24087.0,0.0000000
12,59,-24178.0,-24178.0,0.0000000
12,60,-24179.0,-24179.0,0.0000000
12,61,-23880.0,-23880.0,0.0000000
12,62,-24123.0,-24123.0,0.0000000
12,63,-23716.0,-23716.0,0.0000000
12,64,-24172.0,-24172.0,0.0000000
12,65,-23678.0,-23678.0,0.0000000
12,66,-24115.0,-24115.0,0.0000000
12,67,-23711.0,-23711.0,0.0000000
12,68,-23526.0,-23526.0,0.0000000
12,69,-24086.0,-24086.0,0.0000000
12,70,-24271.0,-24271.0,0.0000000
12,71,-23716.0,-23716.0,0.0000000
12,72,-24392.0,-24392.0,0.0000000
12,73,-24554.0,-24554.0,0.0000000
12,74,-23675.0,-23675.0,0.0000000
12,75,-24567.0,-24567.0,0.0000000
12,76,-23733.0,-23733.0,0.0000000
12,77,-24192.0,-24192.0,0.0000000
12,78,-23866.0,-23866.0,0.0000000
12,79,-23151.0,-23151.0,0.0000000
12,80,-23453.0,-23453.0,0.0000000
12,81,-24023.0,-24023.0,0.0000000
12,82,-24429.0,-24429.0,0.0000000
12,83,-23969.0,-23969.0,0.0000000
12,84,-24088.0,-24088.0,0.0000000
12,85,-24039.0,-24039.0,0.0000000
12,86,-23736.0,-23736.0,0.0000000
12,87,-23594.0,-23594.0,0.0000000
12,88,-23909.0,-23909.0,0.0000000
12,89,-23868.0,-23868.0,0.0000000
12,90,-23527.0,-23527.0,0.0000000
12,91,-23924.0,-23924.0,0.0000000
12,92,-23564.0,-23564.0,0.0000000
12,93,-23569.0,-23569.0,0.0000000
12,94,-23852.0,-23852.0,0.0000000
12,95,-23887.0,-23887.0,0.0000000
12,96,-23076.0,-23076.0,0.0000000
12,97,-23629.0,-23629.0,0.0000000
12,98,-23975.0,-23975.0,0.0000000
12,99,-23557.0,-23557.0,0.0000000
12,100,-24037.0,-24037.0,0.0000000
12,101,-24015.0,-24015.0,0.0000000
12,102,-24159.0,-24159.0,0.0000000
12,103,-24015.0,-24015.0,0.0000000
12,104,-23613.0,-23613.0,0.0000000
12,105,-23615.0,-23615.0,0.0000000
12,106,-23785.0,-23785.0,0.0000000
12,107,-24184.0,-24184.0,0.0000000
12,108,-23930.0,-23930.0,0.0000000
12,109,-23765.0,-23765.0,0.0000000
12,110,-24034.0,-24034.0,0.0000000
12,111,-24092.0,-24092.0,0.0000000
12,112,-24383.0,-24383.0,0.0000000
12,113,-23948.0,-23948.0,0.0000000
12,114,-23882.0,-23882.0,0.0000000
12,115,-23985.0,-23985.0,0.0000000
12,116,-24143.0,-24143.0,0.0000000
12,117,-23715.0,-23715.0,0.0000000
12,118,-24283.0,-24283.0,0.0000000
12,119,-23861.0,-23861.0,0.0000000
12,120,-23910.0,-23910.0,0.0000000
12,121,-23774.0,-23774.0,0.0000000
12,122,-23913.0,-23913.0,0.0000000
12,123,-24043.0,-24043.0,0.0000000
12,124,-23705.0,-23705.0,0.0000000
13,0,-28051.0,-28051.0,0.0000000
13,1,-28337.0,-28337.0,0.0000000
13,2,-27857.0,-27857.0,0.0000000
13,3,-27887.0,-27887.0,0.0000000
13,4,-28200.0,-28200.0,0.0000000
13,5,-28175.0,-28175.0,0.0000000
13,6,-28322.0,-28322.0,0.0000000
13,7,-28778.0,-28778.0,0.0000000
13,8,-28599.0,-28599.0,0.0000000
13,9,-27895.0,-27895.0,0.0000000
13,10,-27590.0,-27590.0,0.0000000
13,11,-28080.0,-28080.0,0.0000000
13,12,-28052.0,-28052.0,0.0000000
13,13,-28300.0,-28300.0,0.0000000
13,14,-28116.0,-28116.0,0.0000000
13,15,-28053.0,-28053.0,0.0000000
13,16,-28105.0,-28105.0,0.0000000
13,17,-28295.0,-28295.0,0.0000000
13,18,-27782.0,-27782.0,0.0000000
13,19,-28687.0,-28687.0,0.0000000
13,20,-28055.0,-28055.0,0.0000000
13,21,-27963.0,-27963.0,0.0000000
13,22,-27925.0,-27925.0,0.0000000
13,23,-27842.0,-27842.0,0.0000000
13,24,-27942.0,-27942.0,0.0000000
13,25,-28304.0,-28304.0,0.0000000
13,26,-28251.0,-28251.0,0.0000000
13,27,-28405.0,-28405.0,0.0000000
13,28,-27714.0,-27714.0,0.0000000
13,29,-28299.0,-28299.0,0.0000000
13,30,-27597.0,-27597.0,0.0000000
13,31,-28436.0,-28436.0,0.0000000
13,32,-28717.0,-28717.0,0.0000000
13,33,-28508.0,-28508.0,0.0000000
13,34,-28632.0,-28632.0,0.0000000
13,35,-27827.0,-27827.0,0.0000000
13,36,-28503.0,-28503.0,0.0000000
13,37,-28105.0,-28105.0,0.0000000
13,38,-28617.0,-28617.0,0.0000000
13,39,-28792.0,-28792.0,0.0000000
13,40,-28168.0,-28168.0,0.0000000
13,41,-28306.0,-28306.0,0.0000000
13,42,-28096.0,-28096.0,0.0000000
13,43,-28544.0,-28544.0,0.0000000
13,44,-27772.0,-27772.0,0.0000000
13,45,-28202.0,-28202.0,0.0000000
13,46,-28383.0,-28383.0,0.0000000
13,47,-28402.0,-28402.0,0.0000000
13,48,-28381.0,-28381.0,0.0000000
13,49,-27578.0,-27578.0,0.0000000
13,50,-28180.0,-28180.0,0.0000000
13,51,-28456.0,-28456.0,0.0000000
13,52,-28246.0,-28246.0,0.0000000
13,53,-28077.0,-28077.0,0.0000000
13,54,-28300.0,-28300.0,0.0000000
13,55,-28681.0,-28681.0,0.0000000
13,56,-27746.0,-27746.0,0.0000000
13,57,-28446.0,-28446.0,0.0000000
13,58,-28459.0,-28459.0,0.0000000
13,59,-29016.0,-29016.0,0.0000000
13,60,-28278.0,-28278.0,0.0000000
13,61,-28324.0,-28324.0,0.0000000
13,62,-27913.0,-27913.0,0.0000000
13,63,-28156.0,-28156.0,0.0000000
13,64,-28719.0,-28719.0,0.0000000
13,65,-28507.0,-28507.0,0.0000000
13,66,-28084.0,-28084.0,0.0000000
13,67,-28145.0,-28145.0,0.0000000
13,68,-28169.0,-28169.0,0.0000000
13,69,-28776.0,-28776.0,0.0000000
13,70,-28579.0,-28579.0,0.0000000
13,71,-27768.0,-27768.0,0.0000000
13,72,-28006.0,-28006.0,0.0000000
13,73,-28047.0,-28047.0,0.0000000
13,74,-27640.0,-27640.0,0.0000000
13,75,-28271.0,-28271.0,0.0000000
13,76,-28133.0,-28133.0,0.0000000
13,77,-28313.0,-28313.0,0.0000000
13,78,-27876.0,-27876.0,0.0000000
13,79,-28115.0,-28115.0,0.0000000
13,80,-27922.0,-27922.0,0.0000000
13,81,-28169.0,-28169.0,0.0000000
13,82,-28492.0,-28492.0,0.0000000
13,83,-27969.0,-27969.0,0.0000000
13,84,-29023.0,-29023.0,0.0000000
13,85,-28684.0,-28684.0,0.0000000
13,86,-28230.0,-28230.0,0.0000000
13,87,-28337.0,-28337.0,0.0000000
13,88,-29064.0,-29064.0,0.0000000
13,89,-27972.0,-27972.0,0.0000000
13,90,-28266.0,-28266.0,0.0000000
13,91,-28481.0,-28481.0,0.0000000
13,92,-28458.0,-28458.0,0.0000000
13,93,-28521.0,-28521.0,0.0000000
13,94,-27780.0,-27780.0,0.0000000
13,95,-28252.0,-28252.0,0.0000000
13,96,-28264.0,-28264.0,0.0000000
13,97,-28668.0,-28668.0,0.0000000
13,98,-28356.0,-28356.0,0.0000000
13,99,-27803.0,-27803.0,0.0000000
13,100,-28266.0,-28266.0,0.0000000
13,101,-28622.0,-28622.0,0.0000000
13,102,-28678.0,-28678.0,0.0000000
13,103,-28555.0,-28555.0,0.0000000
13,104,-28207.0,-28207.0,0.0000000
13,105,-28490.0,-28490.0,0.0000000
13,106,-28472.0,-28472.0,0.0000000
13,107,-28319.0,-28319.0,0.0000000
13,108,-28297.0,-28297.0,0.0000000
13,109,-28201.0,-28201.0,0.0000000
13,110,-28417.0,-28417.0,0.0000000
13,111,-28291.0,-28291.0,0.0000000
13,112,-28102.0,-28102.0,0.0000000
13,113,-27951.0,-27951.0,0.0000000
13,114,-28317.0,-28317.0,0.0000000
13,115,-27950.0,-27950.0,0.0000000
13,116,-28401.0,-28401.0,0.0000000
13,117,-28050.0,-28050.0,0.0000000
13,118,-28340.0,-28340.0,0.0000000
13,119,-27887.0,-27887.0,0.0000000
13,120,-28193.0,-28193.0,0.0000000
13,121,-28402.0,-28402.0,0.0000000
13,122,-28819.0,-28819.0,0.0000000
13,123,-28243.0,-28243.0,0.0000000
13,124,-28052.0,-28052.0,0.0000000
14,0,-33444.0,-33444.0,0.0000000
14,1,-32450.0,-32450.0,0.0000000
14,2,-32371.0,-32371.0,0.0000000
14,3,-32407.0,-32407.0,0.0000000
14,4,-33093.0,-33093.0,0.0000000
14,5,-32933.0,-32933.0,0.0000000
14,6,-32599.0,-32599.0,0.0000000
14,7,-32418.0,-32418.0,0.0000000
14,8,-33453.0,-33453.0,0.0000000
14,9,-32678.0,-32678.0,0.0000000
14,10,-33151.0,-33151.0,0.0000000
14,11,-33134.0,-33134.0,0.0000000
14,12,-32865.0,-32865.0,0.0000000
14,13,-33294.0,-33294.0,0.0000000
14,14,-32540.0,-32540.0,0.0000000
14,15,-32963.0,-32963.0,0.0000000
14,16,-32853.0,-32853.0,0.0000000
14,17,-33030.0,-33030.0,0.0000000
14,18,-33099.0,-33099.0,0.0000000
14,19,-32944.0,-32944.0,0.0000000
14,20,-33564.0,-33564.0,0.0000000
14,21,-32751.0,-32751.0,0.0000000
14,22,-32797.0,-32797.0,0.0000000
14,23,-33293.0,-33293.0,0.0000000
14,24,-32491.0,-32491.0,0.0000000
14,25,-33134.0,-33134.0,0.0000000
14,26,-32881.0,-32881.0,0.0000000
14,27,-32542.0,-32542.0,0.0000000
14,28,-32674.0,-32674.0,0.0000000
14,29,-32929.0,-32929.0,0.0000000
14,30,-33170.0,-33170.0,0.0000000
14,31,-33037.0,-33037.0,0.0000000
14,32,-32716.0,-32716.0,0.0000000
14,33,-32723.0,-32723.0,0.0000000
14,34,-33009.0,-33009.0,0.0000000
14,35,-32841.0,-32841.0,0.0000000
14,36,-33084.0,-33084.0,0.0000000
14,37,-33174.0,-33174.0,0.0000000
14,38,-33450.0,-33450.0,0.0000000
14,39,-33307.0,-33307.0,0.0000000
14,40,-32234.0,-32234.0,0.0000000
14,41,-32482.0,-32482.0,0.0000000
14,42,-32840.0,-32840.0,0.0000000
14,43,-32449.0,-32449.0,0.0000000
14,44,-32758.0,-32758.0,0.0000000
14,45,-33593.0,-33593.0,0.0000000
14,46,-32750.0,-32750.0,0.0000000
14,47,-32668.0,-32668.0,0.0000000
14,48,-32604.0,-32604.0,0.0000000
14,49,-33037.0,-33037.0,0.0000000
14,50,-33274.0,-33274.0,0.0000000
14,51,-33678.0,-33678.0,0.0000000
14,52,-32797.0,-32797.0,0.0000000
14,53,-32847.0,-32847.0,0.0000000
14,54,-32870.0,-32870.0,0.0000000
14,55,-33193.0,-33193.0,0.0000000
14,56,-32713.0,-32713.0,0.0000000
14,57,-32929.0,-32929.0,0.0000000
14,58,-32604.0,-32604.0,0.0000000
14,59,-32863.0,-32863.0,0.0000000
14,60,-33200.0,-33200.0,0.0000000
14,61,-33229.0,-33229.0,0.0000000
14,62,-32779.0,-32779.0,0.0000000
14,63,-32667.0,-32667.0,0.0000000
14,64,-33014.0,-33014.0,0.0000000
14,65,-32411.0,-32411.0,0.0000000
14,66,-32679.0,-32679.0,0.0000000
14,67,-32680.0,-32680.0,0.0000000
14,68,-33528.0,-33528.0,0.0000000
14,69,-33016.0,-33016.0,0.0000000
14,70,-33112.0,-33112.0,0.0000000
14,71,-32901.0,-32901.0,0.0000000
14,72,-32388.0,-32388.0,0.0000000
14,73,-32830.0,-32830.0,0.0000000
14,74,-32803.0,-32803.0,0.0000000
14,75,-32938.0,-32938.0,0.0000000
14,76,-32702.0,-32702.0,0.0000000
14,77,-32752.0,-32752.0,0.0000000
14,78,-32412.0,-32412.0,0.0000000
14,79,-33146.0,-33146.0,0.0000000
14,80,-32450.0,-32450.0,0.0000000
14,81,-33105.0,-33105.0,0.0000000
14,82,-32249.0,-32249.0,0.0000000
14,83,-33304.0,-33304.0,0.0000000
14,84,-32910.0,-32910.0,0.0000000
14,85,-32590.0,-32590.0,0.0000000
14,86,-32649.0,-32649.0,0.0000000
14,87,-32497.0,-32497.0,0.0000000
14,88,-33221.0,-33221.0,0.0000000
14,89,-32708.0,-32708.0,0.0000000
14,90,-32740.0,-32740.0,0.0000000
14,91,-33787.0,-33787.0,0.0000000
14,92,-32967.0,-32967.0,0.0000000
14,93,-32875.0,-32875.0,0.0000000
14,94,-32787.0,-32787.0,0.0000000
14,95,-33473.0,-33473.0,0.0000000
14,96,-32877.0,-32877.0,0.0000000
14,97,-32601.0,-32601.0,0.0000000
14,98,-33344.0,-33344.0,0.0000000
14,99,-33092.0,-33092.0,0.0000000
14,100,-33111.0,-33111.0,0.0000000
14,101,-33276.0,-33276.0,0.0000000
14,102,-33191.0,-33191.0,0.0000000
14,103,-32362.0,-32362.0,0.0000000
14,104,-32567.0,-32567.0,0.0000000
14,105,-33124.0,-33124.0,0.0000000
14,106,-33322.0,-33322.0,0.0000000
14,107,-32573.0,-32573.0,0.0000000
14,108,-32762.0,-32762.0,0.0000000
14,109,-32505.0,-32505.0,0.0000000
14,110,-33102.0,-33102.0,0.0000000
14,111,-33314.0,-33314.0,0.0000000
14,112,-33057.0,-33057.0,0.0000000
14,113,-32706.0,-32706.0,0.0000000
14,114,-33464.0,-33464.0,0.0000000
14,115,-32565.0,-32565.0,0.0000000
14,116,-32467.0,-32467.0,0.0000000
14,117,-32989.0,-32989.0,0.0000000
14,118,-33507.0,-33507.0,0.0000000
14,119,-32460.0,-32460.0,0.0000000
14,120,-33134.0,-33134.0,0.0000000
14,121,-33241.0,-33241.0,0.0000000
14,122,-32809.0,-32809.0,0.0000000
14,123,-33702.0,-33702.0,0.0000000
14,124,-33094.0,-33094.0,0.0000000
15,0,-38091.0,-37975.0,0.0042660
15,1,-37698.0,-37698.0,0.0000000
15,2,-37747.0,-37747.0,0.0000000
15,3,-37710.0,-37710.0,0.0000000
15,4,-38419.0,-38419.0,0.0000000
15,5,-38102.0,-38102.0,0.0000000
15,6,-37745.0,-37745.0,0.0000000
15,7,-37694.0,-37694.0,0.0000000
15,8,-37903.0,-37903.0,0.0000000
15,9,-37736.0,-37736.0,0.0000000
15,10,-37555.0,-37555.0,0.0000000
15,11,-37513.0,-37513.0,0.0000000
15,12,-38485.0,-38485.0,0.0000000
15,13,-37958.0,-37958.0,0.0000000
15,14,-37983.0,-37983.0,0.0000000
15,15,-37644.0,-37644.0,0.0000000
15,16,-37344.0,-37344.0,0.0000000
15,17,-38309.0,-38309.0,0.0000000
15,18,-37851.0,-37843.0,0.0004228
